Date : 2021-06-04 23:57:47
Directory : /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0
Total : 782 files,  61916 codes, 26769 comments, 12868 blanks, all 101553 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/transform/BinningTest.java                                                             | Java         |        127 |         18 |         35 |        180 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/transform/LinearScalingTest.java                                                       | Java         |        106 |         18 |         34 |        158 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/transform/MeanStdDevTest.java                                                          | Java         |         85 |         18 |         26 |        129 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/transform/SimpleTransformTest.java                                                     | Java         |        244 |         18 |         59 |        321 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/transform/TransformationMapTest.java                                                   | Java         |        210 |         19 |         60 |        289 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Core/src/test/java/org/tribuo/util/UtilTest.java                                                                     | Java         |         47 |         18 |         19 |         84 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/pom.xml                                                                                                         | XML          |         67 |         15 |          2 |         84 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/CompletelyConfigurableTrainTest.java                                              | Java         |         97 |         24 |         26 |        147 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/ConfigurableTrainTest.java                                                        | Java         |        123 |         25 |         29 |        177 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/DataOptions.java                                                                  | Java         |        173 |         26 |         15 |        214 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/DatasetExplorer.java                                                              | Java         |        128 |         21 |         24 |        173 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/PreprocessAndSerialize.java                                                       | Java         |         48 |         19 |         13 |         80 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/ColumnarDataSource.java                                                  | Java         |         70 |         26 |         21 |        117 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/ColumnarFeature.java                                                     | Java         |         44 |         71 |         18 |        133 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/ColumnarIterator.java                                                    | Java         |         82 |         50 |         22 |        154 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/FeatureProcessor.java                                                    | Java         |          8 |         29 |          7 |         44 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/FieldExtractor.java                                                      | Java         |         10 |         33 |          8 |         51 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/FieldProcessor.java                                                      | Java         |         21 |         60 |         12 |         93 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/ResponseProcessor.java                                                   | Java         |         13 |         35 |          9 |         57 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/RowProcessor.java                                                        | Java         |        245 |        129 |         58 |        432 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/DateExtractor.java                                            | Java         |         59 |         23 |         14 |         96 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/DoubleExtractor.java                                          | Java         |         33 |         23 |         12 |         68 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/FloatExtractor.java                                           | Java         |         33 |         23 |         13 |         69 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/IdentityExtractor.java                                        | Java         |         31 |         21 |         11 |         63 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/IndexExtractor.java                                           | Java         |         32 |         18 |         12 |         62 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/IntExtractor.java                                             | Java         |         33 |         23 |         11 |         67 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/SimpleFieldExtractor.java                                     | Java         |         48 |         30 |         17 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/extractors/package-info.java                                             | Java         |          1 |         26 |          1 |         28 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/package-info.java                                                        | Java         |          1 |         22 |          1 |         24 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/feature/UniqueProcessor.java                                  | Java         |         76 |         57 |         13 |        146 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/feature/package-info.java                                     | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/field/DoubleFieldProcessor.java                               | Java         |         54 |         25 |         16 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/field/IdentityProcessor.java                                  | Java         |         41 |         24 |         15 |         80 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/field/RegexFieldProcessor.java                                | Java         |         88 |         24 |         20 |        132 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/field/TextFieldProcessor.java                                 | Java         |         62 |         31 |         18 |        111 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/field/package-info.java                                       | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/response/BinaryResponseProcessor.java                         | Java         |         50 |         23 |         18 |         91 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/response/FieldResponseProcessor.java                          | Java         |         56 |         21 |         16 |         93 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/response/Quartile.java                                        | Java         |         37 |         21 |         14 |         72 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/response/QuartileResponseProcessor.java                       | Java         |         63 |         21 |         17 |        101 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/columnar/processors/response/package-info.java                                    | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/csv/CSVDataSource.java                                                            | Java         |        139 |         91 |         35 |        265 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/csv/CSVIterator.java                                                              | Java         |        116 |         80 |         20 |        216 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/csv/CSVLoader.java                                                                | Java         |        239 |        134 |         40 |        413 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/csv/CSVSaver.java                                                                 | Java         |        131 |         74 |         19 |        224 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/csv/package-info.java                                                             | Java         |          1 |         19 |          1 |         21 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/package-info.java                                                                 | Java         |          1 |         19 |          1 |         21 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/sql/ResultSetIterator.java                                                        | Java         |         68 |         18 |         10 |         96 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/sql/SQLDBConfig.java                                                              | Java         |        105 |         41 |         21 |        167 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/sql/SQLDataSource.java                                                            | Java         |        110 |         28 |         29 |        167 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/sql/SQLToCSV.java                                                                 | Java         |        138 |         29 |         24 |        191 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/sql/package-info.java                                                             | Java         |          1 |         23 |          2 |         26 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/DirectoryFileSource.java                                                     | Java         |        198 |         76 |         41 |        315 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/DocumentPreprocessor.java                                                    | Java         |          7 |         26 |          4 |         37 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/FeatureAggregator.java                                                       | Java         |          9 |         23 |          7 |         39 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/FeatureTransformer.java                                                      | Java         |          9 |         25 |          7 |         41 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/SplitTextData.java                                                           | Java         |        109 |         22 |         25 |        156 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/TextDataSource.java                                                          | Java         |         66 |         62 |         21 |        149 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/TextFeatureExtractor.java                                                    | Java         |          9 |         27 |          6 |         42 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/TextPipeline.java                                                            | Java         |          9 |         25 |          7 |         41 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/TextProcessingException.java                                                 | Java         |         13 |         18 |          6 |         37 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/TextProcessor.java                                                           | Java         |         10 |         31 |          8 |         49 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/AverageAggregator.java                                                  | Java         |         35 |         18 |         12 |         65 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/BasicPipeline.java                                                      | Java         |         55 |         22 |         18 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/FeatureHasher.java                                                      | Java         |         37 |         22 |         17 |         76 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/NgramProcessor.java                                                     | Java         |         73 |         28 |         21 |        122 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/SimpleStringDataSource.java                                             | Java         |        112 |         26 |         27 |        165 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/SimpleTextDataSource.java                                               | Java         |        141 |         34 |         31 |        206 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/SumAggregator.java                                                      | Java         |         30 |         19 |         12 |         61 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/TextFeatureExtractorImpl.java                                           | Java         |         35 |         22 |         13 |         70 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/TokenPipeline.java                                                      | Java         |         81 |         55 |         22 |        158 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/UniqueAggregator.java                                                   | Java         |         42 |         18 |         15 |         75 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/impl/package-info.java                                                       | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/main/java/org/tribuo/data/text/package-info.java                                                            | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/columnar/MockResponseProcessor.java                                               | Java         |         36 |         18 |         13 |         67 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/columnar/RowProcessorTest.java                                                    | Java         |        114 |         25 |         30 |        169 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/csv/CSVDataSourceTest.java                                                        | Java         |         51 |         18 |         19 |         88 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/csv/CSVIteratorTest.java                                                          | Java         |        121 |         15 |         15 |        151 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/csv/CSVLoaderTest.java                                                            | Java         |        127 |         43 |         20 |        190 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/csv/CSVSaverTest.java                                                             | Java         |         75 |         30 |         11 |        116 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/text/TextPipelineTest.java                                                        | Java         |         73 |         22 |         31 |        126 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Data/src/test/java/org/tribuo/data/text/impl/SimpleStringDataSourceTest.java                                         | Java         |         23 |         15 |          9 |         47 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Core/pom.xml                                                                                                 | XML          |         60 |         15 |          5 |         80 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Core/src/main/java/org/tribuo/interop/ExternalDatasetProvenance.java                                         | Java         |         19 |         20 |          7 |         46 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Core/src/main/java/org/tribuo/interop/ExternalModel.java                                                     | Java         |        141 |         95 |         33 |        269 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Core/src/main/java/org/tribuo/interop/ExternalTrainerProvenance.java                                         | Java         |         67 |         20 |         16 |        103 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Core/src/main/java/org/tribuo/interop/package-info.java                                                      | Java         |          1 |         20 |          1 |         22 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/pom.xml                                                                                                 | XML          |         93 |         16 |          6 |        115 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/DenseTransformer.java                                             | Java         |         52 |         24 |         17 |         93 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/ExampleTransformer.java                                           | Java         |         14 |         39 |          8 |         61 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/ImageTransformer.java                                             | Java         |         76 |         32 |         16 |        124 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/LabelTransformer.java                                             | Java         |        151 |         31 |         20 |        202 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/ONNXExternalModel.java                                            | Java         |        223 |         79 |         28 |        330 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/OutputTransformer.java                                            | Java         |         18 |         52 |         11 |         81 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/RegressorTransformer.java                                         | Java         |        107 |         19 |         19 |        145 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/main/java/org/tribuo/interop/onnx/package-info.java                                                 | Java         |          1 |         23 |          1 |         25 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/test/java/org/tribuo/interop/onnx/TestOnnxRuntime.java                                              | Java         |         77 |         31 |         17 |        125 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/ONNX/src/test/resources/create_test_data.py                                                                  | Python       |         29 |         16 |         14 |         59 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/configs/cnn-mnist-example.xml                                                                     | XML          |         26 |         19 |          8 |         53 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/pom.xml                                                                                           | XML          |         93 |         15 |          6 |        114 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/python/cnn_mnist.py                                                                               | Python       |         62 |         50 |         21 |        133 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/DenseTransformer.java                                 | Java         |         85 |         24 |         25 |        134 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/ExampleTransformer.java                               | Java         |         17 |         50 |         10 |         77 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/ImageTransformer.java                                 | Java         |         99 |         50 |         27 |        176 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/LabelTransformer.java                                 | Java         |        126 |         19 |         23 |        168 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/OutputTransformer.java                                | Java         |         20 |         65 |         13 |         98 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/RegressorTransformer.java                             | Java         |        114 |         19 |         20 |        153 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowCheckpointModel.java                        | Java         |         90 |         47 |         21 |        158 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowCheckpointTrainer.java                      | Java         |        177 |         55 |         41 |        273 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowExternalModel.java                          | Java         |        150 |         58 |         25 |        233 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowModel.java                                  | Java         |        138 |         60 |         27 |        225 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowTrainer.java                                | Java         |        191 |         71 |         44 |        306 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TensorflowUtil.java                                   | Java         |        296 |        121 |         32 |        449 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/TrainTest.java                                        | Java         |        149 |         27 |         23 |        199 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/package-info.java                                     | Java         |          1 |         29 |          1 |         31 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence/SequenceExampleTransformer.java              | Java         |         15 |         32 |          8 |         55 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence/SequenceOutputTransformer.java               | Java         |         18 |         49 |          9 |         76 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence/TensorflowSequenceModel.java                 | Java         |         98 |         28 |         15 |        141 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence/TensorflowSequenceTrainer.java               | Java         |        237 |         43 |         40 |        320 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/main/java/org/tribuo/interop/tensorflow/sequence/package-info.java                            | Java         |          1 |         21 |          1 |         23 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/Tensorflow/src/test/java/org/tribuo/interop/tensorflow/ImageTransformerTest.java                             | Java         |        103 |         21 |         16 |        140 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Interop/pom.xml                                                                                                      | XML          |         89 |         15 |          4 |        108 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Json/pom.xml                                                                                                         | XML          |         68 |         15 |          4 |         87 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java                                                               | Java         |        121 |         42 |         29 |        192 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Json/src/main/java/org/tribuo/json/JsonFileIterator.java                                                             | Java         |         93 |         30 |         14 |        137 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Json/src/main/java/org/tribuo/json/StripProvenance.java                                                              | Java         |        239 |         79 |         29 |        347 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Json/src/main/java/org/tribuo/json/package-info.java                                                                 | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/pom.xml                                                                                                         | XML          |         56 |         15 |          4 |         75 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/LinearParameters.java                                                             | Java         |         63 |         46 |         17 |        126 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/Parameters.java                                                                   | Java         |          9 |         52 |         10 |         71 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/StochasticGradientOptimiser.java                                                  | Java         |         13 |         54 |          9 |         76 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/Kernel.java                                                                | Java         |          9 |         26 |          7 |         42 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/Linear.java                                                                | Java         |         20 |         21 |          8 |         49 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/Polynomial.java                                                            | Java         |         32 |         27 |         12 |         71 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/RBF.java                                                                   | Java         |         26 |         25 |         10 |         61 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/Sigmoid.java                                                               | Java         |         29 |         26 |         11 |         66 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/kernel/package-info.java                                                          | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/la/DenseMatrix.java                                                               | Java         |        605 |         39 |         94 |        738 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/la/DenseSparseMatrix.java                                                         | Java         |        412 |         41 |         69 |        522 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/la/DenseVector.java                                                               | Java         |        435 |        100 |         75 |        610 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Math/src/main/java/org/tribuo/math/la/Matrix.java                                                                    | Java         |         16 |         99 |         17 |        132 |
